Notation 1	Name
<http://uricorn.fly/tib_lok_sys#jur-440.8>	Haftung des Arbeitnehmers / Haftung des Arbeitgebers
<http://uricorn.fly/tib_lok_sys#jur-498.4>	Prozessrecht. Mündliche Verhandlung
<http://uricorn.fly/tib_lok_sys#jur-930>	Kriminologie
<http://uricorn.fly/tib_lok_sys#jur-148>	Staatsorganisationsrecht
<http://uricorn.fly/tib_lok_sys#jur-385>	Bergrecht / Festlandsockel
<http://uricorn.fly/tib_lok_sys#jur-866.3>	Körperlicher Eingriff / Sterilisation / Kastration
<http://uricorn.fly/tib_lok_sys#jur-688>	Eigentum. Erwerb und Verlust
<http://uricorn.fly/tib_lok_sys#jur-215.8>	Gemeindewirtschaftsrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-123-124>	Europarecht. Sonstiges Verwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-79.8>	Kriegsverbrecherprozesse / NS-Prozesse / NS-Verbrechen / Verbrechen gegen die Menschlichkeit
<http://uricorn.fly/tib_lok_sys#jur-324.9-325.1>	Realsteuern
<http://uricorn.fly/tib_lok_sys#jur-995.21>	Honduras
<http://uricorn.fly/tib_lok_sys#jur-141>	Unverletzlichkeit der Wohnung
<http://uricorn.fly/tib_lok_sys#jur-732.1>	Erbschaft. Annahme / Erbschaft. Ausschlagung / Erbschaft. Fürsorge des Nachlassgerichts
<http://uricorn.fly/tib_lok_sys#jur-630.5>	Immaterieller Schaden
<http://uricorn.fly/tib_lok_sys#jur-651-653>	Kauf
<http://uricorn.fly/tib_lok_sys#jur-803.5>	Stille Gesellschaft
<http://uricorn.fly/tib_lok_sys#jur-480.1>	Gerichtsverfassung - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-918.5>	Vollstreckung von Maßregeln / Maßregelvollzug
<http://uricorn.fly/tib_lok_sys#jur-441.3>	Entgeltfortzahlung / Lohnfortzahlung / Arbeitsvertragsrecht. Krankheit / Unfallhaftung
<http://uricorn.fly/tib_lok_sys#jur-87.4>	Kriegsgefangene
<http://uricorn.fly/tib_lok_sys#jur-105.2>	Europarecht. Wahlrecht / Europarecht. Parteien
<http://uricorn.fly/tib_lok_sys#jur-997.25>	Laos
<http://uricorn.fly/tib_lok_sys#jur-264.6>	Heilmittelwerbung
<http://uricorn.fly/tib_lok_sys#jur-198>	Verwaltungskostenrecht / Gebührenordnungen
<http://uricorn.fly/tib_lok_sys#jur-403.3>	Straßenkostenbeitragsrecht / Anliegerkosten
<http://uricorn.fly/tib_lok_sys#jur-552.1>	Freiwillige Gerichtsbarkeit. Familiensachen
<http://uricorn.fly/tib_lok_sys#jur-613>	Auslegung von Rechtsgeschäften / Auslegung von Verträgen
<http://uricorn.fly/tib_lok_sys#jur-437-438>	Betriebsverfassungsrecht
<http://uricorn.fly/tib_lok_sys#jur-838.5>	Markenlizenz
<http://uricorn.fly/tib_lok_sys#jur-273.7>	Bauausführung. Haftung
<http://uricorn.fly/tib_lok_sys#jur-245.2>	Luftverschmutzung
<http://uricorn.fly/tib_lok_sys#jur-863.8>	Täter-Opfer-Ausgleich
<http://uricorn.fly/tib_lok_sys#jur-150.2>	Bundesstaatlichkeit
<http://uricorn.fly/tib_lok_sys#jur-840.2>	Internationales Privatrecht. Anknüpfungspunkte
<http://uricorn.fly/tib_lok_sys#jur-498.7>	Sachverständigengutachten im Prozessrecht
<http://uricorn.fly/tib_lok_sys#jur-710>	Verwandtschaft
<http://uricorn.fly/tib_lok_sys#jur-95.7>	Weltsicherheitsrat
<http://uricorn.fly/tib_lok_sys#jur-965.2>	Kirchenrecht. Geschichte
<http://uricorn.fly/tib_lok_sys#jur-822.1>	Bankenaufsicht / Kreditanstaltenaufsicht / Kreditwesengesetz
<http://uricorn.fly/tib_lok_sys#jur-345-347>	Kartellrecht
<http://uricorn.fly/tib_lok_sys#jur-236.7>	Militärstrafgerichtsverfahren
<http://uricorn.fly/tib_lok_sys#jur-290.5>	Presserecht. Gegendarstellung / Berichtigungspflicht / Presserecht. Haftung / Presserecht.Sorgfaltspflichten / Presserecht.Impressum / Presserecht.Kennzeichnung / Presserecht.Offenlegung
<http://uricorn.fly/tib_lok_sys#jur-997.2>	Burma / Myanmar
<http://uricorn.fly/tib_lok_sys#jur-329>	Internationales Steuerrecht
<http://uricorn.fly/tib_lok_sys#jur-165>	Notstandsverfassung
<http://uricorn.fly/tib_lok_sys#jur-221.2>	Beamtenrecht / Beamtenverhältnis / Berufsbeamtentum - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-374.5>	Lebensmittelüberwachung
<http://uricorn.fly/tib_lok_sys#jur-369>	Netzwirtschaften
<http://uricorn.fly/tib_lok_sys#jur-654>	Abzahlungsgeschäfte / Abzahlungskauf / Ratenkredit / Teilzahlungsfinanzierung / Ratenverträge / Verbraucherkreditgesetz / Verbraucherkredit
<http://uricorn.fly/tib_lok_sys#jur-812-829.4>	Versicherungsrecht / Bankrecht / Wertpapierrecht
<http://uricorn.fly/tib_lok_sys#jur-491.1>	Rechtsanwaltsrecht. Stellung und Beruf / Rechtsanwaltsrecht. Rechte und Pflichten / Rechtsanwaltsrecht. Zulassung
<http://uricorn.fly/tib_lok_sys#jur-684.8>	Grundbuchrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-925.3>	Internationales Straftrecht. Begehungsort
<http://uricorn.fly/tib_lok_sys#jur-818-818.8>	Haftpflichtversicherung
<http://uricorn.fly/tib_lok_sys#jur-808.6>	Gesellschaft mit beschränkter Haftung - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-270-276>	Bauordnungs- und Bauplanungsrecht
<http://uricorn.fly/tib_lok_sys#jur-400.4>	Personenverkehrsrecht
<http://uricorn.fly/tib_lok_sys#jur-076-jt>	Internationales Rohstoffrecht
<http://uricorn.fly/tib_lok_sys#jur-245>	Umweltrecht / Umweltschutz / Immissionsrecht / Nachbarschutz
<http://uricorn.fly/tib_lok_sys#jur-522>	Zwangsvollstreckung durch den Gerichtsvollzieher
<http://uricorn.fly/tib_lok_sys#jur-997.8>	Japan
<http://uricorn.fly/tib_lok_sys#jur-076-jb>	Völkerrecht. Investitionsschutz
<http://uricorn.fly/tib_lok_sys#jur-95.2>	Vereinte Nationen. Rechtsetzung
<http://uricorn.fly/tib_lok_sys#jur-134.5>	Verfassungsgeschichte. Einzelstaaten (19.Jh.-1918)
<http://uricorn.fly/tib_lok_sys#jur-630.4>	Vorteilsausgleichung
<http://uricorn.fly/tib_lok_sys#jur-133.2>	Verfassungsgeschichte. Römisch-Deutsches Reich
<http://uricorn.fly/tib_lok_sys#jur-158>	Regierung
<http://uricorn.fly/tib_lok_sys#jur-325.6>	Abwasserabgabe / Abfallabgabe
<http://uricorn.fly/tib_lok_sys#jur-740.5>	Erbschaftskauf
<http://uricorn.fly/tib_lok_sys#jur-879.7>	Konkursstrafrecht / Pfandkehr / Vereitelung von Gläubigerrechten / Insolvenzstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-308>	Geld und Währung
<http://uricorn.fly/tib_lok_sys#jur-645>	Schuldübernahme / Vertragsübernahme
<http://uricorn.fly/tib_lok_sys#jur-305>	Staatsschuldenrecht
<http://uricorn.fly/tib_lok_sys#jur-893.4>	Geheimhaltungspflicht. Verletzung / Vertrauensbruch
<http://uricorn.fly/tib_lok_sys#jur-4.2>	Klassische Rechtsphilosophie
<http://uricorn.fly/tib_lok_sys#jur-338.1>	Industrie- und Handelskammern / Handwerkskammer / Handwerksinnung / Landwirtschaftskammer / Fortwirtschaftskammer / Arbeitnehmerkammer
<http://uricorn.fly/tib_lok_sys#jur-450.4>	Sozialrecht. Anspruch / Sozialrecht. Kausalität
<http://uricorn.fly/tib_lok_sys#jur-998.56>	Gabinda
<http://uricorn.fly/tib_lok_sys#jur-40.1>	Keltisches Recht
<http://uricorn.fly/tib_lok_sys#jur-478.7>	Justizbeitreibungsordnung
<http://uricorn.fly/tib_lok_sys#jur-385.4>	Bergverwaltung / Bergpolizei / Bergaufsicht / Bergrecht. Betriebsplanverfahren
<http://uricorn.fly/tib_lok_sys#jur-71.2>	Luftpiraterie
<http://uricorn.fly/tib_lok_sys#jur-402.2>	Bundesfernstraßen
<http://uricorn.fly/tib_lok_sys#jur-330>	Öffentliches Wirtschaftsrecht / Wirtschaftsverfassungsrecht / Wirtschaftsverwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-370.1>	Energierecht / Energieeinsparung / Energieversorgungsrecht  - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-866.7>	Führungsaufsicht / Schutzaufsicht / Aussetzung von Maßregeln zur Bewährung
<http://uricorn.fly/tib_lok_sys#jur-753>	Handelsvertreter
<http://uricorn.fly/tib_lok_sys#jur-674.1>	Haftung - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-897.5>	Ordnungswidrigkeiten. Verfahrensfragen
<http://uricorn.fly/tib_lok_sys#jur-91>	Internationaler Schiedshof / Internationale Schiedsgerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-124>	Europarecht. Raumordnung
<http://uricorn.fly/tib_lok_sys#jur-320.3>	Finanzgerichtsbarkeit. Vorverfahren / Steuerrechtsschutz. Einspruch / Steuerrechtsschutz. Beschwerde / Steuerrechtsschutz. Rechtsbehelfe
<http://uricorn.fly/tib_lok_sys#jur-710.1>	Verwandtschaft - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-714.5>	Nichteheliche Kinder
<http://uricorn.fly/tib_lok_sys#jur-823>	Bankgeschäfte
<http://uricorn.fly/tib_lok_sys#jur-6.4>	Gewissen / Ethik und Recht /  Moral und Recht / Soziale Normordnung und Recht / Gewissen / Ethik und Recht /  Kultur und Recht / Ideologie und Recht
<http://uricorn.fly/tib_lok_sys#jur-328.3>	"Besteuerung einzelner Sachverhalte des Wirtschaftswesens und der Betriebsverwaltung / Besteuerung. Familienunternehmen / "". Fusion / "". Konkurs / "". Unternehmensbeteiligung / "". Kooperation / "". Verluste  "". Betriebsspaltung / "". Treuhandverhältnis / "". Betriebsumwandlung / "". Betriebsübertragung"
<http://uricorn.fly/tib_lok_sys#jur-633.5>	Leistungsstörungen. Verschulden / Leistungsstörungen. Vorsatz / Fahrlässigkeit / Haftung für fremdes Verschulden / Erfüllungsgehilfe
<http://uricorn.fly/tib_lok_sys#jur-110.4>	Europarecht. Subventionen / Europarecht. Beihilfen
<http://uricorn.fly/tib_lok_sys#jur-992.7>	Albanien
<http://uricorn.fly/tib_lok_sys#jur-805>	Aktienrecht / Aktiengesellschaft
<http://uricorn.fly/tib_lok_sys#jur-160.1>	Gesetzgebung / Maßnahmegesetz / Rückwirkende Rechtsetzung
<http://uricorn.fly/tib_lok_sys#jur-916-917>	Strafvollzug
<http://uricorn.fly/tib_lok_sys#jur-996.4>	Israel
<http://uricorn.fly/tib_lok_sys#jur-020-024>	Allgemeine Rechtslehre / Rechtstheorie
<http://uricorn.fly/tib_lok_sys#jur-526>	Pfändung (von Forderungen und anderen Vermögensrechten)
<http://uricorn.fly/tib_lok_sys#jur-626-646>	Allgemeines Schuldrecht
<http://uricorn.fly/tib_lok_sys#jur-688.6>	Eigentum am Schuldschein
<http://uricorn.fly/tib_lok_sys#jur-431>	Arbeitsrecht
<http://uricorn.fly/tib_lok_sys#jur-151>	Staatsgewalt / Gewaltenteilung - Souveränität
<http://uricorn.fly/tib_lok_sys#jur-315.4>	Steuergeheimnis / Steuerermittlung
<http://uricorn.fly/tib_lok_sys#jur-900>	Strafverfahren / Strafprozess
<http://uricorn.fly/tib_lok_sys#jur-174.8>	Verfassungrecht und Verfassungsgerichtsbarkeit. Saarland
<http://uricorn.fly/tib_lok_sys#jur-389>	Wasserverbandsrecht
<http://uricorn.fly/tib_lok_sys#jur-955-959>	Forensische Wissenschaften
<http://uricorn.fly/tib_lok_sys#jur-227>	Öffentlicher Dienst. Disziplinarrecht
<http://uricorn.fly/tib_lok_sys#jur-167>	Verfassungsgerichtsbarkeit / Staatsgerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-801.3>	Personengesellschaften. Rechtsstellung des / Gesellschafters / Personengesellschaften. Anteil / Personengesellschaften. Rechtsnachfolge
<http://uricorn.fly/tib_lok_sys#jur-939.2>	Aussagedelikte / Vergehen gegen die Rechtspflege
<http://uricorn.fly/tib_lok_sys#jur-404.8>	Personenbeförderungsrecht
<http://uricorn.fly/tib_lok_sys#jur-70.6>	Schiffe
<http://uricorn.fly/tib_lok_sys#jur-230-237>	Wehrrecht / Militärrecht
<http://uricorn.fly/tib_lok_sys#jur-995.8>	Chile
<http://uricorn.fly/tib_lok_sys#jur-825>	Wertpapierrecht
<http://uricorn.fly/tib_lok_sys#jur-216>	Kreise / Ämter / Kommunale Verbände
<http://uricorn.fly/tib_lok_sys#jur-395>	Wirtschaftsstrafverfahren
<http://uricorn.fly/tib_lok_sys#jur-95.3>	Vereinte Nationen. Verhältnis zu den Mitgliedern / Vereinte Nationen. Aufnahme
<http://uricorn.fly/tib_lok_sys#jur-707.2>	Zugewinnausgleich / Zugewinngemeinschaft - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-485.7>	Laienrichter
<http://uricorn.fly/tib_lok_sys#jur-950>	Resozialisierung / Wirkungslehre
<http://uricorn.fly/tib_lok_sys#jur-092-098>	Internationale Organisationen
<http://uricorn.fly/tib_lok_sys#jur-491.9>	Rechtsanwaltsrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-671.1>	Bereicherung durch Leistung / Leistungskondiktion / Eingriffskondiktion
<http://uricorn.fly/tib_lok_sys#jur-884.6>	Verkehrsunfallflucht
<http://uricorn.fly/tib_lok_sys#jur-998.51>	Gabun
<http://uricorn.fly/tib_lok_sys#jur-955.5>	Versicherungsbegutachtung
<http://uricorn.fly/tib_lok_sys#jur-325.5>	Gemeindeabgaben - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-467>	Wiedergutmachung / Entschädigung
<http://uricorn.fly/tib_lok_sys#jur-410>	Luftverkehrsrecht
<http://uricorn.fly/tib_lok_sys#jur-80.4>	Pazifismus / Kriegsverhütung
<http://uricorn.fly/tib_lok_sys#jur-906.2>	Freiheitsentziehung / Verhaftung / Vorläufige Festnahme / Untersuchungshaft / einstweilige  Unterbringung
<http://uricorn.fly/tib_lok_sys#jur-612>	Willenserklärung
<http://uricorn.fly/tib_lok_sys#jur-172>	Verfassungrecht und Verfassungsgerichtsbarkeit. Bremen
<http://uricorn.fly/tib_lok_sys#jur-998.37>	Goldküste
<http://uricorn.fly/tib_lok_sys#jur-970.5>	Katholisches Kirchenrecht. Personenrecht
<http://uricorn.fly/tib_lok_sys#jur-689.3>	Ansprüche des früheren Besitzers
<http://uricorn.fly/tib_lok_sys#jur-41.5>	Stammesrecht
<http://uricorn.fly/tib_lok_sys#jur-443.8>	Heimarbeit
<http://uricorn.fly/tib_lok_sys#jur-882>	Straftaten gegen die öffentliche Ordnung
<http://uricorn.fly/tib_lok_sys#jur-996.84>	Bhutan
<http://uricorn.fly/tib_lok_sys#jur-318-319>	Bewertungsrecht
<http://uricorn.fly/tib_lok_sys#jur-910.2>	Strafverfahren. Beweiswürdigung
<http://uricorn.fly/tib_lok_sys#jur-32.3>	Hethitisches Recht
<http://uricorn.fly/tib_lok_sys#jur-371.3>	Kernergierecht. Überwachung / Kernkraftwerke. Überwachung / Atomrecht. Überwachung / Strahlenschutz
<http://uricorn.fly/tib_lok_sys#jur-321.5>	Besonderes Steuerrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-080-082>	Friedensordnung / Internationales Konfliktsrecht
<http://uricorn.fly/tib_lok_sys#jur-442.6>	Berufsbildungsgesetz / Ausbildungsplatzförderungsgesetz
<http://uricorn.fly/tib_lok_sys#jur-675>	Gefährdungshaftung
<http://uricorn.fly/tib_lok_sys#jur-900-919>	Strafprozessrecht
<http://uricorn.fly/tib_lok_sys#jur-370.5>	Energierecht. Tarifrecht / Energierecht. Kontrahierungszwang
<http://uricorn.fly/tib_lok_sys#jur-531>	Offenbarungseid (und Haft)
<http://uricorn.fly/tib_lok_sys#jur-114>	Europarecht. Landwirtschaft / Europarecht. Forstwirtschaft
<http://uricorn.fly/tib_lok_sys#jur-558.5>	Gerichtsvollziehergebühren
<http://uricorn.fly/tib_lok_sys#jur-913.6>	Strafbefehl / Strafverfügung
<http://uricorn.fly/tib_lok_sys#jur-374>	Ernährungswirtschaft / Lebensmittel / Genussmittel / Bedarfsgegenstände
<http://uricorn.fly/tib_lok_sys#jur-346.1>	Kartellrecht. Aufsichtsbehörden / Kartellamt / Kartellrecht. Kontrolle
<http://uricorn.fly/tib_lok_sys#jur-417>	Reeder / Reederei / Partenreederei / Reederei AG
<http://uricorn.fly/tib_lok_sys#jur-333.4>	Investitionslenkung / Investitionshilfe / Investitionsfonds
<http://uricorn.fly/tib_lok_sys#jur-746.3>	Bürgerliches Recht. Niedersachsen. Vorgänger
<http://uricorn.fly/tib_lok_sys#jur-818.9>	Rechtsschutzversicherung
<http://uricorn.fly/tib_lok_sys#jur-638>	Gegenseitiger Vertrag
<http://uricorn.fly/tib_lok_sys#jur-190.2>	Zusicherung / Auskunftsanspruch / Informationsfreiheitsgesetz
<http://uricorn.fly/tib_lok_sys#jur-392.5>	Wirtschaftsspionage / Werkspionage
<http://uricorn.fly/tib_lok_sys#jur-995.45>	Guayana
<http://uricorn.fly/tib_lok_sys#jur-191-195>	Verwaltungsverfahrensrecht / Verwaltungshandeln
<http://uricorn.fly/tib_lok_sys#jur-611.3>	Geschäftsfähigkeit
<http://uricorn.fly/tib_lok_sys#jur-893.7>	Besondere Delikte im Amt
<http://uricorn.fly/tib_lok_sys#jur-992.2>	Tschechoslowakei / Tschechische Republik / Slowakei
<http://uricorn.fly/tib_lok_sys#jur-3.8>	Rechtswissenschaften 20. - 21. Jahrhundert
<http://uricorn.fly/tib_lok_sys#jur-750-811>	Handelsrecht / Gesellschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-183.4>	Verwaltungsorganisationsrecht. Besonderes Gewaltverhältnis
<http://uricorn.fly/tib_lok_sys#jur-998.26>	Senegal
<http://uricorn.fly/tib_lok_sys#jur-801.8>	Personengesellschaften - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-69.7>	Hoheitsfreie Gebiete / Antarktis / Meeresboden / Meeresboden. Bodenschätze / Polarregionen
<http://uricorn.fly/tib_lok_sys#jur-950.7>	Strafaussetzung zur Bewährung / Bewährungshilfe
<http://uricorn.fly/tib_lok_sys#jur-233>	Soldatenrecht / Soldaten. Rechtsstellung
<http://uricorn.fly/tib_lok_sys#jur-602-622>	BGB Allgemeiner Teil
<http://uricorn.fly/tib_lok_sys#jur-300-329>	Finanzrecht / Geldrecht / Steuerrecht
<http://uricorn.fly/tib_lok_sys#jur-353.8>	Dienstleistungsgewerbe / Bewachungsgewerbe / Sicherheitsgewerbe
<http://uricorn.fly/tib_lok_sys#jur-254>	Sonn- und Feiertagsrecht
<http://uricorn.fly/tib_lok_sys#jur-95.6>	Vereinte Nationen. Organe
<http://uricorn.fly/tib_lok_sys#jur-315.7>	Steueraufsicht / Betriebsprüfung / Buchführung / Buchnachweis / Steuerbilanzrecht
<http://uricorn.fly/tib_lok_sys#jur-996.6>	Hinduistischer Rechtskreis
<http://uricorn.fly/tib_lok_sys#jur-115>	Europarecht. Gewerberecht
<http://uricorn.fly/tib_lok_sys#jur-100-129>	Europarecht
<http://uricorn.fly/tib_lok_sys#jur-262.7>	Ärztliches Standesrecht / Arztrecht. Standesorganisation / Recht der Heil- und Hilfsberufe. Standesorganisation
<http://uricorn.fly/tib_lok_sys#jur-102>	Europarecht. Osteuropa
<http://uricorn.fly/tib_lok_sys#jur-883-886>	Gemeingefährliche Straftaten und Verkehrsdelikte
<http://uricorn.fly/tib_lok_sys#jur-642.3>	Aufrechnung / Erlass / Novation / Konfusion
<http://uricorn.fly/tib_lok_sys#jur-321.9>	Ertragsteuer
<http://uricorn.fly/tib_lok_sys#jur-121>	Europarecht. Gesellschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-800.8>	Familiengesellschaft
<http://uricorn.fly/tib_lok_sys#jur-374.1>	Lebensmittelrecht / Lebensmittel. Reinheitsgebot
<http://uricorn.fly/tib_lok_sys#jur-858>	Straftat - Subjektiver Teil des Tatbestands
<http://uricorn.fly/tib_lok_sys#jur-109>	Europarecht. Finanzrecht / Währungsunion
<http://uricorn.fly/tib_lok_sys#jur-319>	Steuerbegünstigung
<http://uricorn.fly/tib_lok_sys#jur-667>	Gemeinschaft
<http://uricorn.fly/tib_lok_sys#jur-918>	Vollstreckung von Geldstrafen
<http://uricorn.fly/tib_lok_sys#jur-63.5>	Völkerrecht. Marxismus-Leninismus
<http://uricorn.fly/tib_lok_sys#jur-291.5>	Werbefernsehen / Werbung im Rundfunk
<http://uricorn.fly/tib_lok_sys#jur-688.5>	Eigentum. Verbindung / Eigentum. Vermischung / Eigentum. Verarbeitung
<http://uricorn.fly/tib_lok_sys#jur-163.5>	Ausländerrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-74>	Völkerrechtliche Vertretung / Diplomatenrecht / Auswärtiger Dienst / Diplomaten
<http://uricorn.fly/tib_lok_sys#jur-913.3>	Nebenklage / Privatklage
<http://uricorn.fly/tib_lok_sys#jur-805.8>	Aktiengesellschaft / Aktienrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-145.3>	Petitionsrecht
<http://uricorn.fly/tib_lok_sys#jur-076-um>	Internationales Gesellschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-502.1>	Zivilprozessrecht. Prozessbevollmächtigung / Prozessstandschaft
<http://uricorn.fly/tib_lok_sys#jur-861.5>	Anstiftung
<http://uricorn.fly/tib_lok_sys#jur-961>	Staatskirchenrecht in Deutschland / Vertragliches Kirchenrecht / Konkordate
<http://uricorn.fly/tib_lok_sys#jur-199>	Verwaltungsrecht. Rechtsschutz
<http://uricorn.fly/tib_lok_sys#jur-997.65>	Taiwan (Formosa)
<http://uricorn.fly/tib_lok_sys#jur-689>	Ansprüche aus dem Eigentum
<http://uricorn.fly/tib_lok_sys#jur-452.3>	Sozialversicherungsträger. Organisationsrecht
<http://uricorn.fly/tib_lok_sys#jur-998.15>	Tunesien
<http://uricorn.fly/tib_lok_sys#jur-742.1>	Ausführungsgesetze zum BGB der Länder
<http://uricorn.fly/tib_lok_sys#jur-684>	Grundbuchrecht / Grundbuchordnung
<http://uricorn.fly/tib_lok_sys#jur-666.4>	BGB-Gesellschaft. Geschäftsführung / BGB-Gesellschaft. Stellung des Gesellschafters
<http://uricorn.fly/tib_lok_sys#jur-682.1>	Besitz / Besitzerwerb / Besitzverlust / Besitzdiener / Besitzwille / Vererblichkeit
<http://uricorn.fly/tib_lok_sys#jur-998.12>	Libyen
<http://uricorn.fly/tib_lok_sys#jur-841.6>	Internationales Privatrecht. Auslegung / Ordre public (Vorschaltklausel)
<http://uricorn.fly/tib_lok_sys#jur-215.3>	Gemeindewirtschaftsrecht. Kassen- und Rechnungswesen
<http://uricorn.fly/tib_lok_sys#jur-21>	Juristische Hermeneutik / Allgemeine Rechtslehre. Auslegung
<http://uricorn.fly/tib_lok_sys#jur-941.8>	Frauenkriminalität
<http://uricorn.fly/tib_lok_sys#jur-076-gx>	Internationales Sportrecht / Internationales Medienrecht
<http://uricorn.fly/tib_lok_sys#jur-244.1>	Brandverhütung / Feuerwehr
<http://uricorn.fly/tib_lok_sys#jur-998.35>	Ghana
<http://uricorn.fly/tib_lok_sys#jur-732.8>	Erben - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-997.7>	Korea
<http://uricorn.fly/tib_lok_sys#jur-75>	Völkerrechtliches Vertragsrecht
<http://uricorn.fly/tib_lok_sys#jur-443>	Arbeitsschutzrecht
<http://uricorn.fly/tib_lok_sys#jur-831>	Verwandte Schutzrechte
<http://uricorn.fly/tib_lok_sys#jur-653.7>	Sukzessivlieferungsvertrag
<http://uricorn.fly/tib_lok_sys#jur-252>	Orden / Titel / Ehrenzeichen
<http://uricorn.fly/tib_lok_sys#jur-872.7>	Körperverletzung. Ärztlicher Eingriff / Heilbehandlung
<http://uricorn.fly/tib_lok_sys#jur-114.9>	Europarecht. Verbraucherschutz / Europarecht. Produkthaftung /  Europarecht. Allgemeine Geschäftsbedingungen
<http://uricorn.fly/tib_lok_sys#jur-123.8>	Europarecht. Sicherheit und Ordnung
<http://uricorn.fly/tib_lok_sys#jur-511>	Zivilprozessrecht. Wiederaufnahme des Verfahrens
<http://uricorn.fly/tib_lok_sys#jur-402>	Straßen- und Wegerecht / Straßenbaurecht
<http://uricorn.fly/tib_lok_sys#jur-453>	Sozialversicherungsverhältnis
<http://uricorn.fly/tib_lok_sys#jur-830>	Urheberrecht
<http://uricorn.fly/tib_lok_sys#jur-683-684>	Grundstücke
<http://uricorn.fly/tib_lok_sys#jur-706.2>	Ehe- und Familienname
<http://uricorn.fly/tib_lok_sys#jur-671>	Ungerechtfertigte Bereicherung
<http://uricorn.fly/tib_lok_sys#jur-105.8>	Europäische Union. Amtshaftung / Europäische Union. Staatshaftung
<http://uricorn.fly/tib_lok_sys#jur-837>	Gebrauchsmusterrecht / Sortenschutz
<http://uricorn.fly/tib_lok_sys#jur-322.1>	Einkommensteuer / Steuerpflicht
